Dyad,Temperature,Trial,AI Subject Without Values,AI Subject With Values,AI Proxy Without Values,AI Proxy With Values,Human Proxy
9,0,8,2,3,2,3,0
9,0,9,2,3,2,3,0
9,0,10,2,3,2,3,0
10,0,1,1,3,1,3,2
10,0,2,1,3,1,3,2
10,0,3,1,3,1,3,2
10,0,4,1,3,1,3,2
10,0,5,1,3,1,3,2
10,0,6,1,3,1,3,2
10,0,7,1,3,1,3,2
10,0,8,1,3,1,3,2
10,0,9,1,3,1,3,2
10,0,10,1,3,1,3,2
11,0,1,1,1,1,1,0
11,0,2,1,1,1,1,0
11,0,3,1,1,1,1,0
11,0,4,1,1,1,1,0
11,0,5,1,1,1,1,0
11,0,6,1,1,1,1,0
11,0,7,1,1,1,1,0
11,0,8,1,1,1,1,0
11,0,9,1,1,1,1,0
11,0,10,1,1,1,1,0
12,0,1,2,2,2,2,3
12,0,2,2,2,2,2,3
12,0,3,2,2,2,2,3
12,0,4,2,2,2,2,3
12,0,5,2,2,2,2,3
12,0,6,2,2,2,2,3
12,0,7,2,2,2,2,3
12,0,8,2,2,2,2,3
12,0,9,2,2,2,2,3
12,0,10,2,2,2,2,3
13,0,1,1,3,0,3,2
13,0,2,1,3,0,3,2
13,0,3,1,3,0,3,2
13,0,4,1,3,0,3,2
13,0,5,1,3,0,3,2
13,0,6,1,3,0,3,2
13,0,7,1,3,0,3,2
13,0,8,1,3,0,3,2
13,0,9,1,3,0,3,2
13,0,10,1,3,0,3,2
14,0,1,1,2,1,2,0
14,0,2,1,2,1,2,0
14,0,3,1,2,1,2,0
14,0,4,1,2,1,2,0
14,0,5,1,2,1,2,0
14,0,6,1,2,1,2,0
14,0,7,1,2,1,2,0
14,0,8,1,2,1,2,0
14,0,9,1,2,1,2,0
14,0,10,1,2,1,2,0
15,0,1,1,1,2,1,1
15,0,2,1,1,2,1,1
15,0,3,1,1,2,1,1
15,0,4,1,1,2,1,1
15,0,5,1,1,2,1,1
15,0,6,1,1,2,1,1
15,0,7,1,1,2,1,1
15,0,8,1,1,2,1,1
15,0,9,1,1,2,1,1
15,0,10,1,1,2,1,1
